qtext,label,atext
What is palbociclib (Ibrance)?,0,"Hormone therapy, also called endocrine therapy, adds, blocks, or removes those chemicals to treat the disease."
Who gets hormone therapy for breast cancer?,1,"If they do, it means that they depend on these hormones to grow."
Who gets hormone therapy for breast cancer?,1,"In that case, your doctor will probably recommend hormone therapy as part of your treatment plan."
Who gets hormone therapy for breast cancer?,0,Hormones that every woman has in her body -- estrogen and progesterone -- can be fuel for some types of breast cancer.
Who gets hormone therapy for breast cancer?,0,They help the cells grow and spread.
How can palbociclib (Ibrance) and ribociclib (Kisqali) help with treating breast cancer?,1,They help the cells grow and spread.
How can palbociclib (Ibrance) and ribociclib (Kisqali) help with treating breast cancer?,1,"Tamoxifen is an option for: Treatment of the earliest form of breast cancer, ductal carcinoma in situ ( DCIS), along with surgery Treatment of abnormal cells in the glands that make milk, called lobular carcinoma in situ ( LCIS), to lessen the chance that they'll become more advanced breast cancer Treatment of breast cancer in men and women whose cancers use estrogen Treatment of breast cancer that has spread to other parts of the body or that comes back after treatment To prevent breast cancer in women at high risk for the disease Some people should not use tamoxifen: Pregnant women Women planning to get pregnant Men or women who've had blood clots or a stroke Talk to your doctor to see if tamoxifen is right for you."
How can palbociclib (Ibrance) and ribociclib (Kisqali) help with treating breast cancer?,0,Hormones that every woman has in her body -- estrogen and progesterone -- can be fuel for some types of breast cancer.
How can palbociclib (Ibrance) and ribociclib (Kisqali) help with treating breast cancer?,0,"Hormone therapy, also called endocrine therapy, adds, blocks, or removes those chemicals to treat the disease."
How can fulvestrant (Faslodex) help with treating breast cancer and what are its side effects?,1,It works by keeping estrogen from attaching to the cancer cells.
How can fulvestrant (Faslodex) help with treating breast cancer and what are its side effects?,1,"Studies have also shown that tamoxifen lessens the risk of breast cancer returning in women who have had the earliest form of the disease, ductal carcinoma in situ ( DCIS)."
How can fulvestrant (Faslodex) help with treating breast cancer and what are its side effects?,0,Hormones that every woman has in her body -- estrogen and progesterone -- can be fuel for some types of breast cancer.
How can fulvestrant (Faslodex) help with treating breast cancer and what are its side effects?,0,They help the cells grow and spread.
How can Goserelin (Zoladex) and leuprorelin (Lupron) help with treating breast cancer and what are its side effects?,1,"There are two types of hormone therapy for breast cancer: Drugs that stop estrogen and progesterone from helping breast cancer cells grow Drugs or surgery to keep the ovaries from making the hormones Hormone therapy is different from hormone replacement therapy ( HRT), a treatment that adds hormones to the body to counter the effects of menopause."
How can Goserelin (Zoladex) and leuprorelin (Lupron) help with treating breast cancer and what are its side effects?,1,"Common side effects include: Pain where you get the shot Nausea and vomiting Loss of appetite Weakness and fatigue Hot flashes Cough Muscle, joint, and bone pain Constipation Shortness of breath"
How can Goserelin (Zoladex) and leuprorelin (Lupron) help with treating breast cancer and what are its side effects?,0,Hormones that every woman has in her body -- estrogen and progesterone -- can be fuel for some types of breast cancer.
How can Goserelin (Zoladex) and leuprorelin (Lupron) help with treating breast cancer and what are its side effects?,0,They help the cells grow and spread.
Why do some women take tamoxifen to help prevent breast cancer?,1,"Tamoxifen is an option for: Treatment of the earliest form of breast cancer, ductal carcinoma in situ ( DCIS), along with surgery Treatment of abnormal cells in the glands that make milk, called lobular carcinoma in situ ( LCIS), to lessen the chance that they'll become more advanced breast cancer Treatment of breast cancer in men and women whose cancers use estrogen Treatment of breast cancer that has spread to other parts of the body or that comes back after treatment To prevent breast cancer in women at high risk for the disease Some people should not use tamoxifen: Pregnant women Women planning to get pregnant Men or women who've had blood clots or a stroke Talk to your doctor to see if tamoxifen is right for you."
Why do some women take tamoxifen to help prevent breast cancer?,1,"Studies have found that it prevents breast cancer in women who are at high risk, but with fewer side effects."
Why do some women take tamoxifen to help prevent breast cancer?,0,Hormones that every woman has in her body -- estrogen and progesterone -- can be fuel for some types of breast cancer.
Why do some women take tamoxifen to help prevent breast cancer?,0,They help the cells grow and spread.
Why do some women take tamoxifen to help prevent breast cancer?,0,"Hormone therapy, also called endocrine therapy, adds, blocks, or removes those chemicals to treat the disease."
Can any drug besides tamoxifen prevent breast cancer?,1,"For women, the side effects of tamoxifen are similar to some of the symptoms of menopause."
Can any drug besides tamoxifen prevent breast cancer?,1,"Studies have found that it prevents breast cancer in women who are at high risk, but with fewer side effects."
Can any drug besides tamoxifen prevent breast cancer?,1,The FDA has approved it for breast cancer prevention.
Can any drug besides tamoxifen prevent breast cancer?,0,Hormones that every woman has in her body -- estrogen and progesterone -- can be fuel for some types of breast cancer.
Can any drug besides tamoxifen prevent breast cancer?,0,They help the cells grow and spread.
Can any drug besides tamoxifen prevent breast cancer?,0,"Hormone therapy, also called endocrine therapy, adds, blocks, or removes those chemicals to treat the disease."
How common are blood clots and strokes in breast cancer patients who take tamoxifen?,1,Women who are at high risk for breast cancer can take tamoxifen to try to lower their chances of getting the disease.
How common are blood clots and strokes in breast cancer patients who take tamoxifen?,1,Women who take tamoxifen may have a slightly higher risk of blood clots in their lungs or large veins.
How common are blood clots and strokes in breast cancer patients who take tamoxifen?,0,Hormones that every woman has in her body -- estrogen and progesterone -- can be fuel for some types of breast cancer.
How common are blood clots and strokes in breast cancer patients who take tamoxifen?,0,They help the cells grow and spread.
How common are blood clots and strokes in breast cancer patients who take tamoxifen?,0,"Hormone therapy, also called endocrine therapy, adds, blocks, or removes those chemicals to treat the disease."
What is fulvestrant (Faslodex)?,1,It works by keeping estrogen from attaching to the cancer cells.
What is fulvestrant (Faslodex)?,1,"Studies have also shown that tamoxifen lessens the risk of breast cancer returning in women who have had the earliest form of the disease, ductal carcinoma in situ ( DCIS)."
What is fulvestrant (Faslodex)?,0,Hormones that every woman has in her body -- estrogen and progesterone -- can be fuel for some types of breast cancer.
What is fulvestrant (Faslodex)?,0,They help the cells grow and spread.
Should you call your doctor if you think your arm is broken?,1,"Most broken arms have these symptoms: A large amount of pain and increased pain when moving the arm Swelling Maybe an obvious deformity compared to the other arm Possible open wound either from the bone puncturing the skin or from the skin being cut during the injury Decreased sensation or inability to move the limb, which may indicate nerve damage Call your doctor after an accident if these signs are present: Significant pain that is not relieved by ice and home pain medications such as acetaminophen ( Tylenol) or ibuprofen ( Motrin) A large amount of swelling or mild deformity of the arm compared to the opposite arm Significant pain with use or limited use of the affected arm Pain in one specific part of the arm when it is pressed Your doctor may advise you to go directly to a hospital's emergency department."
Should you call your doctor if you think your arm is broken?,1,Place ice in a bag and leave it on the arm for 20-30 minutes at a time.
Should you call your doctor if you think your arm is broken?,0,A broken or fractured arm means that one or more of the bones of the arm have been cracked.
Should you call your doctor if you think your arm is broken?,0,This is a common injury occurring in both children and adults.
Should you call your doctor if you think your arm is broken?,0,"In adults, fractures of the arm account for nearly half of all broken bones."
Can you prevent a broken arm?,1,There are 2 main ways to help prevent a broken arm.
Can you prevent a broken arm?,1,Wear appropriate personal safety equipment as protection.
Can you prevent a broken arm?,1,"Prevent and treat osteoporosis, the disease that causes bone loss, especially in older women."
Can you prevent a broken arm?,0,A broken or fractured arm means that one or more of the bones of the arm have been cracked.
Can you prevent a broken arm?,0,This is a common injury occurring in both children and adults.
Can you prevent a broken arm?,0,"In adults, fractures of the arm account for nearly half of all broken bones."
What are symptoms of a broken arm?,1,"Most broken arms have these symptoms: A large amount of pain and increased pain when moving the arm Swelling Maybe an obvious deformity compared to the other arm Possible open wound either from the bone puncturing the skin or from the skin being cut during the injury Decreased sensation or inability to move the limb, which may indicate nerve damage Call your doctor after an accident if these signs are present: Significant pain that is not relieved by ice and home pain medications such as acetaminophen ( Tylenol) or ibuprofen ( Motrin) A large amount of swelling or mild deformity of the arm compared to the opposite arm Significant pain with use or limited use of the affected arm Pain in one specific part of the arm when it is pressed Your doctor may advise you to go directly to a hospital's emergency department."
What are symptoms of a broken arm?,1,"Under the following conditions, go directly to the hospital for emergency care: Visible bone sticking out through the skin Heavy bleeding from an open wound Complete lack of movement or sensation of part of the arm Obvious deformity that looks drastically different from the usual appearance Loss of consciousness Many other injuries The initial evaluation by any physician, in the office or in the emergency department, begins with a thorough history and physical exam."
What are symptoms of a broken arm?,1,An alternate approach to keep the arm from moving is to position a rolled and taped newspaper along the swollen area and to tape it in place.
What are symptoms of a broken arm?,0,A broken or fractured arm means that one or more of the bones of the arm have been cracked.
What are symptoms of a broken arm?,0,This is a common injury occurring in both children and adults.
What should you do when you break your arm?,1,Do this by using a towel as a sling.
What should you do when you break your arm?,1,Place it under the arm and then around the neck.
What should you do when you break your arm?,1,An alternate approach to keep the arm from moving is to position a rolled and taped newspaper along the swollen area and to tape it in place.
What should you do when you break your arm?,0,A broken or fractured arm means that one or more of the bones of the arm have been cracked.
What should you do when you break your arm?,0,This is a common injury occurring in both children and adults.
What things can I do every day to prevent heart disease?,1,"Three ideas to try: exercise, meditate, and talk to people you trust."
What things can I do every day to prevent heart disease?,1,Work on your weight .
What things can I do every day to prevent heart disease?,1,"Pass on foods that are salty, high in unhealthy fats, or fried."
What things can I do every day to prevent heart disease?,0,Little things you do every day can help keep your ticker healthy and prevent heart disease.
What things can I do every day to prevent heart disease?,0,Unwind and connect.
What things can I do every day to prevent heart disease?,0,Find ways to ease stress.
Do any foods help keep your teeth white?,1,"Dig in to produce and calcium-rich foods: When you munch on fruits and veggies, it can help âscrubâ your teeth."
Do any foods help keep your teeth white?,1,"Think about how clean your mouth feels after eating a fresh, crisp apple."
Do any foods help keep your teeth white?,0,It's never been easier to brighten your smile at home.
Do any foods help keep your teeth white?,0,"There are all kinds of products you can try: rinses, gels, chewing gum, toothpastes, and strips."
Can getting regular cleaning at your dentist's office help maintain white teeth?,1,"Get regular cleanings at your dentist's office: Professional cleanings will remove plaque, which can pick up stains from what you eat and drink."
Can getting regular cleaning at your dentist's office help maintain white teeth?,1,Your dental hygienist can help keep teeth looking and feeling great.
Can getting regular cleaning at your dentist's office help maintain white teeth?,0,It's never been easier to brighten your smile at home.
Can getting regular cleaning at your dentist's office help maintain white teeth?,0,"There are all kinds of products you can try: rinses, gels, chewing gum, toothpastes, and strips."
Are mouthwashes and rinses good for teeth whitening?,1,Mouthwashes and rinses: These often use a mild hydrogen peroxide solution to brighten your teeth.
Are mouthwashes and rinses good for teeth whitening?,1,"To give whitening mouthwashes a boost, some people rinse first, and then brush their teeth with a whitening toothpaste."
Are mouthwashes and rinses good for teeth whitening?,0,It's never been easier to brighten your smile at home.
Are mouthwashes and rinses good for teeth whitening?,0,"There are all kinds of products you can try: rinses, gels, chewing gum, toothpastes, and strips."
Are mouthwashes and rinses good for teeth whitening?,0,"If you do decide to try whitening at home, the American Dental Association suggests you talk with your dentist first, especially if you have: Sensitive teeth Dental restorations Very dark stains or a single dark tooth Lots of fillings or crowns Here's a guide to help your sort your choices if you want to perk up your pearly whites and keep them shiny."
Can avoiding tobacco help maintain white teeth?,1,"Avoid tobacco: Cigarettes, cigars, pipes, and chewing tobacco can yellow your teeth."
Can avoiding tobacco help maintain white teeth?,1,"Kick tobacco, and you'll have whiter teeth as well as a healthier heart."
Can avoiding tobacco help maintain white teeth?,0,It's never been easier to brighten your smile at home.
Can avoiding tobacco help maintain white teeth?,0,"There are all kinds of products you can try: rinses, gels, chewing gum, toothpastes, and strips."
Can avoiding tobacco help maintain white teeth?,0,"If you do decide to try whitening at home, the American Dental Association suggests you talk with your dentist first, especially if you have: Sensitive teeth Dental restorations Very dark stains or a single dark tooth Lots of fillings or crowns Here's a guide to help your sort your choices if you want to perk up your pearly whites and keep them shiny."
What information can help a doctor diagnose depression?,1,This key information can help the doctor make an accurate diagnosis and ensure effective treatment.
What information can help a doctor diagnose depression?,1,"Before your visit, consider and record the following: Your mental and physical health concerns Symptoms you've noticed Unusual behaviors you've had Past illnesses Your family history of depression Medications you are taking now and in the past, including both prescribed and over-the-counter medications Unusual side effects of medications you are taking or have taken Natural dietary supplements you are taking Your lifestyle habits (exercise, diet, smoking, alcohol consumption, drug use) Your sleep habits Causes of stress in your life (marriage, work, social) Questions you have about depression and depression medications"
What information can help a doctor diagnose depression?,0,"var s_context; s_context= s_context || {}; s_context['wb.modimp'] = 'vidfloat'; if(webmd.useragent && webmd.useragent.ua.type === 'desktop'){ webmd.ads2.disable Initial Load(); webmd.ads2.disable Ads Init = true; $(function() { webmd.p.pim.increment(); $('.responsive-video-container').insert After('.module-social-share-container'); require(['video2/1/responsive-player/video-loader'], function(video Loader) { video Loader.init({ autoplay: webmd.useragent.ua.type === 'desktop' && !"
What information can help a doctor diagnose depression?,0,"!s_sensitive, chron ID: $('article embeded_module[type=video][align=top]:eq(0)').attr('chronic_id'), continuous Play: true, cp Options: { flyout: true }, display Ads: true, mode: 'in-article', sticky: true }) }); }); } else { $(function(){ $('.responsive-video-container').remove(); }); } Are you concerned about depression?"
What information can help a doctor diagnose depression?,0,Do you wonder how doctors are able to make an accurate depression diagnosis?
What are the symptoms that lead to the diagnosis of depression?,1,"Your doctor will ask questions about the way you feel, including whether you have any symptoms of depression such as the following: Sadness or depressed mood most of the day or almost every day Loss of enjoyment in things that were once pleasurable Major change in weight (gain or loss of more than 5% of weight within a month) or appetite Insomnia or excessive sleep almost every day Physical restlessness or sense of being rundown that is noticeable by others Fatigue or loss of energy almost every day Feelings of hopelessness or worthlessness or excessive guilt almost every day Problems with concentration or making decisions almost every day Recurring thoughts of death or suicide, suicide plan, or suicide attempt To be diagnosed with major depression, you must have at least five of the symptoms listed above with at least one of the first two nearly daily for at least two weeks."
What are the symptoms that lead to the diagnosis of depression?,0,"var s_context; s_context= s_context || {}; s_context['wb.modimp'] = 'vidfloat'; if(webmd.useragent && webmd.useragent.ua.type === 'desktop'){ webmd.ads2.disable Initial Load(); webmd.ads2.disable Ads Init = true; $(function() { webmd.p.pim.increment(); $('.responsive-video-container').insert After('.module-social-share-container'); require(['video2/1/responsive-player/video-loader'], function(video Loader) { video Loader.init({ autoplay: webmd.useragent.ua.type === 'desktop' && !"
What are the symptoms that lead to the diagnosis of depression?,0,"!s_sensitive, chron ID: $('article embeded_module[type=video][align=top]:eq(0)').attr('chronic_id'), continuous Play: true, cp Options: { flyout: true }, display Ads: true, mode: 'in-article', sticky: true }) }); }); } else { $(function(){ $('.responsive-video-container').remove(); }); } Are you concerned about depression?"
What are the symptoms that lead to the diagnosis of depression?,0,Do you wonder how doctors are able to make an accurate depression diagnosis?
Why is it difficult to diagnose depression?,1,Do you wonder how doctors are able to make an accurate depression diagnosis?
Why is it difficult to diagnose depression?,1,"Now, however, a doctor will make a distinction regarding the particular disorder or subtype of depression that a patient has."
Why is it difficult to diagnose depression?,1,A depression diagnosis is often difficult to make because clinical depression can manifest in so many different ways.
Why is it difficult to diagnose depression?,0,"var s_context; s_context= s_context || {}; s_context['wb.modimp'] = 'vidfloat'; if(webmd.useragent && webmd.useragent.ua.type === 'desktop'){ webmd.ads2.disable Initial Load(); webmd.ads2.disable Ads Init = true; $(function() { webmd.p.pim.increment(); $('.responsive-video-container').insert After('.module-social-share-container'); require(['video2/1/responsive-player/video-loader'], function(video Loader) { video Loader.init({ autoplay: webmd.useragent.ua.type === 'desktop' && !"
Why is it difficult to diagnose depression?,0,"!s_sensitive, chron ID: $('article embeded_module[type=video][align=top]:eq(0)').attr('chronic_id'), continuous Play: true, cp Options: { flyout: true }, display Ads: true, mode: 'in-article', sticky: true }) }); }); } else { $(function(){ $('.responsive-video-container').remove(); }); } Are you concerned about depression?"
What are the physical signs of depression?,1,"Signs of depression may include the following: Appearance of preoccupation Lack of eye contact Memory loss, poor concentration, and poor abstract reasoning Pacing, hand wringing, and pulling on hair Psychomotor retardation or agitation, such as slowed speech, sighs, and long pauses Self-deprecatory manner, or belligerence and defiance (especially in adolescents) Slowed body movements, even to the extent of being motionlessness or catatonic Tearfulness or sad countenance After reviewing the information given at your appointment, including the signs and symptoms, patient history, family history, and physician exam, your doctor may ask for some lab tests to rule outa physical condition that may be causing your symptoms."
What are the physical signs of depression?,1,"Before your doctor's appointment, write down a list of concerns you may have about depression and specific symptoms of depression you might have."
What are the physical signs of depression?,0,"var s_context; s_context= s_context || {}; s_context['wb.modimp'] = 'vidfloat'; if(webmd.useragent && webmd.useragent.ua.type === 'desktop'){ webmd.ads2.disable Initial Load(); webmd.ads2.disable Ads Init = true; $(function() { webmd.p.pim.increment(); $('.responsive-video-container').insert After('.module-social-share-container'); require(['video2/1/responsive-player/video-loader'], function(video Loader) { video Loader.init({ autoplay: webmd.useragent.ua.type === 'desktop' && !"
What are the physical signs of depression?,0,"!s_sensitive, chron ID: $('article embeded_module[type=video][align=top]:eq(0)').attr('chronic_id'), continuous Play: true, cp Options: { flyout: true }, display Ads: true, mode: 'in-article', sticky: true }) }); }); } else { $(function(){ $('.responsive-video-container').remove(); }); } Are you concerned about depression?"
How does a doctor diagnose depression?,1,"In fact, talking with the patient may be the most important diagnostic tool the doctor has."
How does a doctor diagnose depression?,1,"To effectively diagnose and treat depression, the doctor must hear about specific symptoms of depression."
How does a doctor diagnose depression?,0,"var s_context; s_context= s_context || {}; s_context['wb.modimp'] = 'vidfloat'; if(webmd.useragent && webmd.useragent.ua.type === 'desktop'){ webmd.ads2.disable Initial Load(); webmd.ads2.disable Ads Init = true; $(function() { webmd.p.pim.increment(); $('.responsive-video-container').insert After('.module-social-share-container'); require(['video2/1/responsive-player/video-loader'], function(video Loader) { video Loader.init({ autoplay: webmd.useragent.ua.type === 'desktop' && !"
How does a doctor diagnose depression?,0,"!s_sensitive, chron ID: $('article embeded_module[type=video][align=top]:eq(0)').attr('chronic_id'), continuous Play: true, cp Options: { flyout: true }, display Ads: true, mode: 'in-article', sticky: true }) }); }); } else { $(function(){ $('.responsive-video-container').remove(); }); } Are you concerned about depression?"
How is pink eye diagnosed?,1,The doctor will also observe that your eye is inflamed or red.
How is pink eye diagnosed?,1,"Often, the cause can be determined from your symptoms, medical history, and the eye exam findings alone."
How is pink eye diagnosed?,1,"Most of the time, treatment is started right away."
How is pink eye diagnosed?,0,"To diagnose pink eye (conjunctivitis), your doctor will ask about the usual symptoms, such as burning, itchy eyes that discharge a thick, sticky mucus and tearing."
How is pink eye diagnosed?,0,"Home remedies might be enough to soothe pink eye symptoms associated with colds, minor infections, or allergies."
How is pink eye diagnosed?,0,Treatment consists primarily of cleansing the eyes with artificial tears.
How does someone prepare for an eye exam?,1,"When you call to make an appointment for your exam, mention any vision problem you're having."
How does someone prepare for an eye exam?,1,"Before you go, list any questions you want to ask the doctor."
How does someone prepare for an eye exam?,1,Also be ready to update him or her on any medicines you take and your (and your family's) eye health history.
How does someone prepare for an eye exam?,0,It depends in part on your age and also on your eyes and family.
How does someone prepare for an eye exam?,0,"If you're younger than 40 and have no eye problems, your doctor might suggest you get routine tests every 2 years."
Why should I see an eye doctor?,1,"If you've had eye trouble in the past, or if you're at risk for developing it (if someone in your family had it), you should see an eye doctor every year."
Why should I see an eye doctor?,1,Why?
Why should I see an eye doctor?,0,It depends in part on your age and also on your eyes and family.
Why should I see an eye doctor?,0,"If you're younger than 40 and have no eye problems, your doctor might suggest you get routine tests every 2 years."
How often should I get my eyes checked?,1,It depends in part on your age and also on your eyes and family.
How often should I get my eyes checked?,1,"If you're younger than 40 and have no eye problems, your doctor might suggest you get routine tests every 2 years."
How often should I get my eyes checked?,1,Or he could tell you that you don't need any tests.
How often should I get my eyes checked?,0,"If you've had eye trouble in the past, or if you're at risk for developing it (if someone in your family had it), you should see an eye doctor every year."
How often should I get my eyes checked?,0,Why?
What is a visual field test when getting an eye exam?,1,Visual field test (perimetry): Your visual field is the area you can see in front of you without moving your eyes.
What is a visual field test when getting an eye exam?,1,"Using one of three tests, the eye doctor maps what you see at the edges (periphery) of your visual field and will use this map to diagnose eye conditions."
What is a visual field test when getting an eye exam?,0,It depends in part on your age and also on your eyes and family.
What is a visual field test when getting an eye exam?,0,"If you're younger than 40 and have no eye problems, your doctor might suggest you get routine tests every 2 years."
What is an eye muscle movement test in an eye checkup?,1,"You'll probably have all or most of the following eye tests, and possibly some other ones, too: Eye muscle movement test: This checks your eyes' alignment."
What is an eye muscle movement test in an eye checkup?,1,The doctor will watch your eyes move while you follow a target (like a finger tip or his pen) as it moves in different directions.
What is an eye muscle movement test in an eye checkup?,0,It depends in part on your age and also on your eyes and family.
What is an eye muscle movement test in an eye checkup?,0,"If you're younger than 40 and have no eye problems, your doctor might suggest you get routine tests every 2 years."
When should my child see their eye doctor?,1,"You need to check to see if you have serious, sometimes ""silent"" problems that can affect your vision, like: Glaucoma Age-related macular degeneration Cataracts Diabetic retinopathy If your child has no risk factors for eye problems, she should get her vision checked as a newborn and again at every regular health visit."
When should my child see their eye doctor?,1,"By the time she's 3, it will be easier for the doctor to assess her eyes."
When should my child see their eye doctor?,0,It depends in part on your age and also on your eyes and family.
When should my child see their eye doctor?,0,"If you're younger than 40 and have no eye problems, your doctor might suggest you get routine tests every 2 years."
How should I prepare for my eye exam?,1,"When you call to make an appointment for your exam, mention any vision problem you're having."
How should I prepare for my eye exam?,1,"Before you go, list any questions you want to ask the doctor."
How should I prepare for my eye exam?,1,Also be ready to update him or her on any medicines you take and your (and your family's) eye health history.
How should I prepare for my eye exam?,0,It depends in part on your age and also on your eyes and family.
How should I prepare for my eye exam?,0,"If you're younger than 40 and have no eye problems, your doctor might suggest you get routine tests every 2 years."
What is a cover test in an eye checkup?,1,Bring your glasses and contact lenses along with the prescription with you.
What is a cover test in an eye checkup?,1,Cover test: This tells how well your eyes work together.
What is a cover test in an eye checkup?,1,You'll stare at a small target some distance away.
What is a cover test in an eye checkup?,0,It depends in part on your age and also on your eyes and family.
What is a cover test in an eye checkup?,0,"If you're younger than 40 and have no eye problems, your doctor might suggest you get routine tests every 2 years."
What is a cover test in an eye checkup?,0,Or he could tell you that you don't need any tests.
What will happen during my eye exam?,1,"The exam may last from half an hour to several hours, depending on the equipment used."
What will happen during my eye exam?,1,It will cover your vision and your eye health.
What will happen during my eye exam?,0,It depends in part on your age and also on your eyes and family.
What will happen during my eye exam?,0,"If you're younger than 40 and have no eye problems, your doctor might suggest you get routine tests every 2 years."
How do I know if my eyes are at risk for some sort of damage?,1,"You need to check to see if you have serious, sometimes ""silent"" problems that can affect your vision, like: Glaucoma Age-related macular degeneration Cataracts Diabetic retinopathy If your child has no risk factors for eye problems, she should get her vision checked as a newborn and again at every regular health visit."
How do I know if my eyes are at risk for some sort of damage?,1,"If you have type 1 diabetes, get your eyes checked within 5 years of your diagnosis and every year after that."
How do I know if my eyes are at risk for some sort of damage?,0,It depends in part on your age and also on your eyes and family.
How do I know if my eyes are at risk for some sort of damage?,0,"If you're younger than 40 and have no eye problems, your doctor might suggest you get routine tests every 2 years."
What is anger?,1,"Anger is a very powerful emotion that can stem from feelings of frustration, hurt, annoyance, or disappointment."
What is anger?,1,It is a normal human emotion that can range from slight irritation to strong rage.
What is anger?,0,Suppressed anger can be an underlying cause of anxiety and depression.
What is anger?,0,"Anger that is not appropriately expressed can disrupt relationships, affect thinking and behavior patterns, and create a variety of physical problems."
What is anger?,0,"Chronic (long-term) anger has been linked to health issues such as high blood pressure, heart problems, headaches, skin disorders, and digestive problems."
What can happen if anger is supressed?,1,Suppressed anger can be an underlying cause of anxiety and depression.
What can happen if anger is supressed?,1,"Anger that is not appropriately expressed can disrupt relationships, affect thinking and behavior patterns, and create a variety of physical problems."
What can happen if anger is supressed?,1,"Chronic (long-term) anger has been linked to health issues such as high blood pressure, heart problems, headaches, skin disorders, and digestive problems."
What can happen if anger is supressed?,0,"Anger is a very powerful emotion that can stem from feelings of frustration, hurt, annoyance, or disappointment."
What can happen if anger is supressed?,0,It is a normal human emotion that can range from slight irritation to strong rage.
How can clinical trials help with stage I breast cancer?,1,Clinical trials are something else to consider.
How can clinical trials help with stage I breast cancer?,1,"They're open to many women with stage I cancer, and they may allow you access to cutting-edge treatments."
How can clinical trials help with stage I breast cancer?,1,Talk to your doctor to find out more about them.
How can clinical trials help with stage I breast cancer?,0,"In this early stage, the cancer either hasn't spread beyond the breast or has spread in a very small amount to a lymph node."
How can clinical trials help with stage I breast cancer?,0,You have a number of treatments to choose from.
How is surgery used to treat stage I breast cancer?,1,Surgery is standard treatment for this stage.
How is surgery used to treat stage I breast cancer?,1,"Since the tumor is small, you may have a lumpectomy -- just the tumor and some of the tissue around it are removed."
How is surgery used to treat stage I breast cancer?,0,"In this early stage, the cancer either hasn't spread beyond the breast or has spread in a very small amount to a lymph node."
How is surgery used to treat stage I breast cancer?,0,You have a number of treatments to choose from.
How is surgery used to treat stage I breast cancer?,0,Women usually do well with a combination of treatments.
How is hormone therapy used to treat stage I breast cancer?,1,"Hormone therapy is a good option after surgery for women who have tumors that use hormones to grow, called hormone receptor-positive cancer."
How is hormone therapy used to treat stage I breast cancer?,1,Medication can help prevent tumors from getting hormones.
How is hormone therapy used to treat stage I breast cancer?,1,"These drugs include tamoxifen for all women, and anastrozole ( Arimidex), exemestane ( Aromasin), and letrozole ( Femara) for postmenopausal women."
How is hormone therapy used to treat stage I breast cancer?,0,"In this early stage, the cancer either hasn't spread beyond the breast or has spread in a very small amount to a lymph node."
How is hormone therapy used to treat stage I breast cancer?,0,You have a number of treatments to choose from.
How is hormone therapy used to treat stage I breast cancer?,0,Women usually do well with a combination of treatments.
How is radiation therapy used to treat stage I breast cancer?,1,Radiation therapy can kill cancer cells that were missed.
How is radiation therapy used to treat stage I breast cancer?,1,It's usually given after a lumpectomy.
How is radiation therapy used to treat stage I breast cancer?,1,"Women with stage I cancer who get a mastectomy sometimes need radiation, too."
How is radiation therapy used to treat stage I breast cancer?,0,"In this early stage, the cancer either hasn't spread beyond the breast or has spread in a very small amount to a lymph node."
How is radiation therapy used to treat stage I breast cancer?,0,You have a number of treatments to choose from.
How is radiation therapy used to treat stage I breast cancer?,0,Women usually do well with a combination of treatments.
"What are phosphodiesterase-4 (PDE-4) inhibitor bronchodilators, and what do they treat?",1,Newer oral drugs called phosphodiesterase-4 ( PDE-4) inhibitors have also proved to work in treating chronic obstructive pulmonary disease ( COPD).
"What are phosphodiesterase-4 (PDE-4) inhibitor bronchodilators, and what do they treat?",1,A number of clinical trials showed the PDE-4 drug Roflumilast improved lung function when used with bronchodilator therapy.
"What are phosphodiesterase-4 (PDE-4) inhibitor bronchodilators, and what do they treat?",1,Some studies found it also led to fewer flare-ups.
"What are phosphodiesterase-4 (PDE-4) inhibitor bronchodilators, and what do they treat?",0,"Emphysema can't be cured, but there are a number of treatments that relieve symptoms by making it easier for you to breathe."
"What are phosphodiesterase-4 (PDE-4) inhibitor bronchodilators, and what do they treat?",0,They can also prevent other problems and keep the disease from getting worse.
"What are beta-agonist bronchodilators, and how do they work to treat emphysema?",1,Beta-agonists relax muscles around the airways.
"What are beta-agonist bronchodilators, and how do they work to treat emphysema?",1,"Your doctor may prescribe short-acting beta-agonists only when you need them, to control your symptoms."
"What are beta-agonist bronchodilators, and how do they work to treat emphysema?",0,"Emphysema can't be cured, but there are a number of treatments that relieve symptoms by making it easier for you to breathe."
"What are beta-agonist bronchodilators, and how do they work to treat emphysema?",0,They can also prevent other problems and keep the disease from getting worse.
How can steroids and combination medicines work to treat emphysema?,1,Steroids reduce swelling and mucus in your airways so you can breathe easier.
How can steroids and combination medicines work to treat emphysema?,1,"Usually, you breathe them in with an inhaler."
How can steroids and combination medicines work to treat emphysema?,1,"Over time, steroids can have serious side effects, including weight gain, diabetes, cataracts, high blood pressure, weakened bones, and increased risk of infection."
How can steroids and combination medicines work to treat emphysema?,0,"Emphysema can't be cured, but there are a number of treatments that relieve symptoms by making it easier for you to breathe."
How can steroids and combination medicines work to treat emphysema?,0,They can also prevent other problems and keep the disease from getting worse.
How can steroids and combination medicines work to treat emphysema?,0,This article deals with some of the most common treatments.
How can mucolytics help with treating emphysema?,1,These drugs help thin the mucus in your lungs so you can cough it up easier.
How can mucolytics help with treating emphysema?,1,"Studies show using them can reduce flare-ups, especially if your emphysema is more severe."
